,County,Avg. temperature,Region,Regional Illnesses,Week of
535,"Custer, ID",47.5,10,8,10/28/2023
536,"Elmore, ID",56.2,10,8,10/28/2023
537,"Franklin, ID",57.0,10,8,10/28/2023
538,"Fremont, ID",49.1,10,8,10/28/2023
539,"Gem, ID",57.0,10,8,10/28/2023
540,"Gooding, ID",59.5,10,8,10/28/2023
541,"Idaho, ID",47.6,10,8,10/28/2023
542,"Jefferson, ID",54.6,10,8,10/28/2023
543,"Jerome, ID",59.9,10,8,10/28/2023
544,"Kootenai, ID",46.6,10,8,10/28/2023
545,"Latah, ID",48.8,10,8,10/28/2023
546,"Lemhi, ID",47.2,10,8,10/28/2023
547,"Lewis, ID",49.5,10,8,10/28/2023
548,"Lincoln, ID",57.5,10,8,10/28/2023
549,"Madison, ID",52.8,10,8,10/28/2023
550,"Minidoka, ID",58.1,10,8,10/28/2023
551,"Nez Perce, ID",52.1,10,8,10/28/2023
552,"Oneida, ID",56.8,10,8,10/28/2023
553,"Owyhee, ID",57.4,10,8,10/28/2023
554,"Payette, ID",60.2,10,8,10/28/2023
555,"Power, ID",56.3,10,8,10/28/2023
556,"Shoshone, ID",43.8,10,8,10/28/2023
557,"Teton, ID",49.4,10,8,10/28/2023
558,"Twin Falls, ID",58.7,10,8,10/28/2023
559,"Valley, ID",47.5,10,8,10/28/2023
560,"Washington, ID",54.7,10,8,10/28/2023
561,"Adams, IL",71.4,05,6,10/28/2023
562,"Alexander, IL",78.2,05,6,10/28/2023
563,"Bond, IL",74.8,05,6,10/28/2023
564,"Boone, IL",65.6,05,6,10/28/2023
565,"Brown, IL",71.4,05,6,10/28/2023
566,"Bureau, IL",68.3,05,6,10/28/2023
567,"Calhoun, IL",74.7,05,6,10/28/2023
568,"Carroll, IL",66.8,05,6,10/28/2023
569,"Cass, IL",72.2,05,6,10/28/2023
570,"Champaign, IL",71.5,05,6,10/28/2023
571,"Christian, IL",73.1,05,6,10/28/2023
572,"Clark, IL",73.4,05,6,10/28/2023
573,"Clay, IL",74.7,05,6,10/28/2023
574,"Clinton, IL",75.6,05,6,10/28/2023
575,"Coles, IL",72.7,05,6,10/28/2023
576,"Cook, IL",67.5,05,6,10/28/2023
577,"Crawford, IL",74.0,05,6,10/28/2023
578,"Cumberland, IL",73.4,05,6,10/28/2023
579,"De Witt, IL",71.4,05,6,10/28/2023
580,"DeKalb, IL",66.7,05,6,10/28/2023
581,"Douglas, IL",72.4,05,6,10/28/2023
582,"DuPage, IL",67.2,05,6,10/28/2023
583,"Edgar, IL",72.8,05,6,10/28/2023
584,"Edwards, IL",75.0,05,6,10/28/2023
585,"Effingham, IL",73.9,05,6,10/28/2023
586,"Fayette, IL",74.2,05,6,10/28/2023
587,"Ford, IL",70.6,05,6,10/28/2023
588,"Franklin, IL",76.2,05,6,10/28/2023
589,"Fulton, IL",70.6,05,6,10/28/2023
590,"Gallatin, IL",75.9,05,6,10/28/2023
591,"Greene, IL",74.2,05,6,10/28/2023
592,"Grundy, IL",69.4,05,6,10/28/2023
593,"Hamilton, IL",75.7,05,6,10/28/2023
594,"Hancock, IL",70.3,05,6,10/28/2023
595,"Hardin, IL",75.9,05,6,10/28/2023
596,"Henderson, IL",69.2,05,6,10/28/2023
597,"Henry, IL",68.1,05,6,10/28/2023
598,"Iroquois, IL",70.8,05,6,10/28/2023
599,"Jackson, IL",76.8,05,6,10/28/2023
600,"Jasper, IL",74.1,05,6,10/28/2023
601,"Jefferson, IL",75.5,05,6,10/28/2023
602,"Jersey, IL",75.1,05,6,10/28/2023
603,"Jo Daviess, IL",66.3,05,6,10/28/2023
604,"Johnson, IL",76.6,05,6,10/28/2023
605,"Kane, IL",66.7,05,6,10/28/2023
606,"Kankakee, IL",69.7,05,6,10/28/2023
607,"Kendall, IL",68.2,05,6,10/28/2023
608,"Knox, IL",68.9,05,6,10/28/2023
609,"La Salle, IL",68.9,05,6,10/28/2023
610,"Lake, IL",66.2,05,6,10/28/2023
611,"Lawrence, IL",74.4,05,6,10/28/2023
612,"Lee, IL",67.2,05,6,10/28/2023
613,"Livingston, IL",70.2,05,6,10/28/2023
614,"Logan, IL",72.0,05,6,10/28/2023
615,"Macon, IL",72.2,05,6,10/28/2023
616,"Macoupin, IL",74.2,05,6,10/28/2023
617,"Madison, IL",75.6,05,6,10/28/2023
618,"Marion, IL",74.8,05,6,10/28/2023
619,"Marshall, IL",69.7,05,6,10/28/2023
620,"Mason, IL",71.9,05,6,10/28/2023
621,"Massac, IL",77.1,05,6,10/28/2023
622,"McDonough, IL",69.9,05,6,10/28/2023
623,"McHenry, IL",65.6,05,6,10/28/2023
624,"McLean, IL",70.7,05,6,10/28/2023
625,"Menard, IL",72.2,05,6,10/28/2023
626,"Mercer, IL",68.4,05,6,10/28/2023
627,"Monroe, IL",77.0,05,6,10/28/2023
628,"Montgomery, IL",73.8,05,6,10/28/2023
629,"Morgan, IL",72.8,05,6,10/28/2023
630,"Moultrie, IL",72.5,05,6,10/28/2023
631,"Ogle, IL",66.5,05,6,10/28/2023
632,"Peoria, IL",70.1,05,6,10/28/2023
633,"Perry, IL",76.3,05,6,10/28/2023
634,"Piatt, IL",71.7,05,6,10/28/2023
635,"Pike, IL",72.7,05,6,10/28/2023
636,"Pope, IL",76.2,05,6,10/28/2023
637,"Pulaski, IL",77.9,05,6,10/28/2023
638,"Putnam, IL",69.4,05,6,10/28/2023
639,"Randolph, IL",76.9,05,6,10/28/2023
640,"Richland, IL",74.6,05,6,10/28/2023
641,"Rock Island, IL",68.1,05,6,10/28/2023
642,"Saline, IL",76.1,05,6,10/28/2023
643,"Sangamon, IL",72.9,05,6,10/28/2023
644,"Schuyler, IL",71.1,05,6,10/28/2023
645,"Scott, IL",73.1,05,6,10/28/2023
646,"Shelby, IL",73.1,05,6,10/28/2023
647,"St. Clair, IL",76.5,05,6,10/28/2023
648,"Stark, IL",68.9,05,6,10/28/2023
649,"Stephenson, IL",65.8,05,6,10/28/2023
650,"Tazewell, IL",71.1,05,6,10/28/2023
651,"Union, IL",77.1,05,6,10/28/2023
652,"Vermilion, IL",72.0,05,6,10/28/2023
653,"Wabash, IL",74.8,05,6,10/28/2023
654,"Warren, IL",68.9,05,6,10/28/2023
655,"Washington, IL",75.9,05,6,10/28/2023
656,"Wayne, IL",75.2,05,6,10/28/2023
657,"White, IL",75.5,05,6,10/28/2023
658,"Whiteside, IL",67.6,05,6,10/28/2023
659,"Will, IL",68.7,05,6,10/28/2023
660,"Williamson, IL",76.4,05,6,10/28/2023
661,"Winnebago, IL",65.9,05,6,10/28/2023
662,"Woodford, IL",70.3,05,6,10/28/2023
663,"Adams, IN",68.6,05,6,10/28/2023
664,"Allen, IN",67.9,05,6,10/28/2023
665,"Bartholomew, IN",72.6,05,6,10/28/2023
666,"Benton, IN",71.1,05,6,10/28/2023
667,"Blackford, IN",69.4,05,6,10/28/2023
668,"Boone, IN",71.2,05,6,10/28/2023
669,"Brown, IN",72.4,05,6,10/28/2023
670,"Carroll, IN",71.2,05,6,10/28/2023
671,"Cass, IN",70.3,05,6,10/28/2023
672,"Clark, IN",73.8,05,6,10/28/2023
673,"Clay, IN",73.3,05,6,10/28/2023
674,"Clinton, IN",71.1,05,6,10/28/2023
675,"Crawford, IN",73.4,05,6,10/28/2023
676,"Daviess, IN",74.1,05,6,10/28/2023
677,"Dearborn, IN",71.8,05,6,10/28/2023
678,"Decatur, IN",71.5,05,6,10/28/2023
679,"DeKalb, IN",66.7,05,6,10/28/2023
680,"Delaware, IN",69.7,05,6,10/28/2023
681,"Dubois, IN",73.9,05,6,10/28/2023
682,"Elkhart, IN",66.8,05,6,10/28/2023
683,"Fayette, IN",70.3,05,6,10/28/2023
684,"Floyd, IN",73.5,05,6,10/28/2023
685,"Fountain, IN",72.4,05,6,10/28/2023
686,"Franklin, IN",70.9,05,6,10/28/2023
687,"Fulton, IN",69.0,05,6,10/28/2023
688,"Gibson, IN",74.7,05,6,10/28/2023
689,"Grant, IN",69.8,05,6,10/28/2023
690,"Greene, IN",73.5,05,6,10/28/2023
691,"Hamilton, IN",71.1,05,6,10/28/2023
692,"Hancock, IN",70.9,05,6,10/28/2023
693,"Harrison, IN",73.5,05,6,10/28/2023
694,"Hendricks, IN",71.7,05,6,10/28/2023
695,"Henry, IN",69.8,05,6,10/28/2023
696,"Howard, IN",70.5,05,6,10/28/2023
697,"Huntington, IN",68.9,05,6,10/28/2023
698,"Jackson, IN",73.2,05,6,10/28/2023
699,"Jasper, IN",70.1,05,6,10/28/2023
700,"Jay, IN",68.9,05,6,10/28/2023
701,"Jefferson, IN",72.9,05,6,10/28/2023
702,"Jennings, IN",72.8,05,6,10/28/2023
703,"Johnson, IN",71.9,05,6,10/28/2023
704,"Knox, IN",74.3,05,6,10/28/2023
705,"Kosciusko, IN",67.8,05,6,10/28/2023
706,"LaGrange, IN",66.1,05,6,10/28/2023
707,"Lake, IN",68.8,05,6,10/28/2023
708,"LaPorte, IN",67.8,05,6,10/28/2023
709,"Lawrence, IN",73.2,05,6,10/28/2023
710,"Madison, IN",70.5,05,6,10/28/2023
711,"Marion, IN",71.6,05,6,10/28/2023
712,"Marshall, IN",68.0,05,6,10/28/2023
713,"Martin, IN",73.7,05,6,10/28/2023
714,"Miami, IN",69.8,05,6,10/28/2023
715,"Monroe, IN",72.7,05,6,10/28/2023
716,"Montgomery, IN",71.9,05,6,10/28/2023
717,"Morgan, IN",72.4,05,6,10/28/2023
718,"Newton, IN",70.4,05,6,10/28/2023
719,"Noble, IN",66.7,05,6,10/28/2023
720,"Ohio, IN",72.4,05,6,10/28/2023
721,"Orange, IN",73.2,05,6,10/28/2023
722,"Owen, IN",73.0,05,6,10/28/2023
723,"Parke, IN",72.9,05,6,10/28/2023
724,"Perry, IN",73.8,05,6,10/28/2023
725,"Pike, IN",74.2,05,6,10/28/2023
726,"Porter, IN",68.4,05,6,10/28/2023
727,"Posey, IN",75.3,05,6,10/28/2023
728,"Pulaski, IN",69.7,05,6,10/28/2023
729,"Putnam, IN",72.3,05,6,10/28/2023
730,"Randolph, IN",68.7,05,6,10/28/2023
731,"Ripley, IN",71.6,05,6,10/28/2023
732,"Rush, IN",70.7,05,6,10/28/2023
733,"Scott, IN",73.5,05,6,10/28/2023
734,"Shelby, IN",71.7,05,6,10/28/2023
735,"Spencer, IN",74.3,05,6,10/28/2023
736,"St. Joseph, IN",67.2,05,6,10/28/2023
737,"Starke, IN",68.8,05,6,10/28/2023
738,"Steuben, IN",65.6,05,6,10/28/2023
739,"Sullivan, IN",73.9,05,6,10/28/2023
740,"Switzerland, IN",72.6,05,6,10/28/2023
741,"Tippecanoe, IN",71.8,05,6,10/28/2023
742,"Tipton, IN",70.7,05,6,10/28/2023
743,"Union, IN",70.1,05,6,10/28/2023
744,"Vanderburgh, IN",74.9,05,6,10/28/2023
745,"Vermillion, IN",73.0,05,6,10/28/2023
746,"Vigo, IN",73.6,05,6,10/28/2023
747,"Wabash, IN",69.3,05,6,10/28/2023
748,"Warren, IN",71.9,05,6,10/28/2023
749,"Warrick, IN",74.5,05,6,10/28/2023
750,"Washington, IN",73.0,05,6,10/28/2023
751,"Wayne, IN",69.5,05,6,10/28/2023
752,"Wells, IN",68.8,05,6,10/28/2023
753,"White, IN",70.9,05,6,10/28/2023
754,"Whitley, IN",67.8,05,6,10/28/2023
755,"Adair, IA",66.4,07,0,10/28/2023
756,"Adams, IA",67.1,07,0,10/28/2023
757,"Allamakee, IA",64.6,07,0,10/28/2023
758,"Appanoose, IA",68.8,07,0,10/28/2023
759,"Audubon, IA",65.6,07,0,10/28/2023
760,"Benton, IA",67.7,07,0,10/28/2023
761,"Black Hawk, IA",67.0,07,0,10/28/2023
762,"Boone, IA",66.1,07,0,10/28/2023
763,"Bremer, IA",66.0,07,0,10/28/2023
764,"Buchanan, IA",67.0,07,0,10/28/2023
765,"Buena Vista, IA",62.8,07,0,10/28/2023
766,"Butler, IA",66.1,07,0,10/28/2023
767,"Calhoun, IA",64.8,07,0,10/28/2023
768,"Carroll, IA",65.3,07,0,10/28/2023
769,"Cass, IA",66.5,07,0,10/28/2023
770,"Cedar, IA",67.9,07,0,10/28/2023
771,"Cerro Gordo, IA",64.0,07,0,10/28/2023
772,"Cherokee, IA",62.6,07,0,10/28/2023
773,"Chickasaw, IA",64.8,07,0,10/28/2023
774,"Clarke, IA",67.5,07,0,10/28/2023
775,"Clay, IA",60.9,07,0,10/28/2023
776,"Clayton, IA",66.2,07,0,10/28/2023
777,"Clinton, IA",67.5,07,0,10/28/2023
778,"Crawford, IA",65.1,07,0,10/28/2023
779,"Dallas, IA",66.8,07,0,10/28/2023
780,"Davis, IA",69.5,07,0,10/28/2023
781,"Decatur, IA",68.0,07,0,10/28/2023
782,"Delaware, IA",66.9,07,0,10/28/2023
783,"Des Moines, IA",68.9,07,0,10/28/2023
784,"Dickinson, IA",59.1,07,0,10/28/2023
785,"Dubuque, IA",66.6,07,0,10/28/2023
786,"Emmet, IA",59.9,07,0,10/28/2023
787,"Fayette, IA",65.7,07,0,10/28/2023
788,"Floyd, IA",64.8,07,0,10/28/2023
789,"Franklin, IA",65.3,07,0,10/28/2023
790,"Fremont, IA",68.9,07,0,10/28/2023
791,"Greene, IA",65.9,07,0,10/28/2023
792,"Grundy, IA",66.7,07,0,10/28/2023
793,"Guthrie, IA",66.1,07,0,10/28/2023
794,"Hamilton, IA",65.6,07,0,10/28/2023
795,"Hancock, IA",63.1,07,0,10/28/2023
796,"Hardin, IA",66.3,07,0,10/28/2023
797,"Harrison, IA",66.7,07,0,10/28/2023
798,"Henry, IA",69.0,07,0,10/28/2023
799,"Howard, IA",63.3,07,0,10/28/2023
800,"Humboldt, IA",63.9,07,0,10/28/2023
801,"Ida, IA",64.1,07,0,10/28/2023
802,"Iowa, IA",68.3,07,0,10/28/2023
803,"Jackson, IA",67.1,07,0,10/28/2023
804,"Jasper, IA",68.2,07,0,10/28/2023
805,"Jefferson, IA",69.1,07,0,10/28/2023
806,"Johnson, IA",68.4,07,0,10/28/2023
807,"Jones, IA",67.5,07,0,10/28/2023
808,"Keokuk, IA",68.8,07,0,10/28/2023
809,"Kossuth, IA",61.9,07,0,10/28/2023
810,"Lee, IA",69.9,07,0,10/28/2023
811,"Linn, IA",67.8,07,0,10/28/2023
812,"Louisa, IA",68.8,07,0,10/28/2023
813,"Lucas, IA",68.1,07,0,10/28/2023
814,"Lyon, IA",58.8,07,0,10/28/2023
815,"Madison, IA",67.1,07,0,10/28/2023
816,"Mahaska, IA",69.1,07,0,10/28/2023
817,"Marion, IA",68.6,07,0,10/28/2023
818,"Marshall, IA",67.4,07,0,10/28/2023
819,"Mills, IA",68.1,07,0,10/28/2023
820,"Mitchell, IA",63.2,07,0,10/28/2023
821,"Monona, IA",65.7,07,0,10/28/2023
822,"Monroe, IA",68.8,07,0,10/28/2023
823,"Montgomery, IA",67.4,07,0,10/28/2023
824,"Muscatine, IA",68.5,07,0,10/28/2023
825,"O'Brien, IA",60.6,07,0,10/28/2023
826,"Osceola, IA",58.7,07,0,10/28/2023
827,"Page, IA",68.4,07,0,10/28/2023
828,"Palo Alto, IA",61.6,07,0,10/28/2023
829,"Plymouth, IA",62.2,07,0,10/28/2023
830,"Pocahontas, IA",63.4,07,0,10/28/2023
831,"Polk, IA",67.4,07,0,10/28/2023
832,"Pottawattamie, IA",67.1,07,0,10/28/2023
833,"Poweshiek, IA",68.3,07,0,10/28/2023
834,"Ringgold, IA",67.8,07,0,10/28/2023
835,"Sac, IA",64.4,07,0,10/28/2023
836,"Scott, IA",67.9,07,0,10/28/2023
837,"Shelby, IA",65.9,07,0,10/28/2023
838,"Sioux, IA",60.4,07,0,10/28/2023
839,"Story, IA",66.7,07,0,10/28/2023
840,"Tama, IA",67.6,07,0,10/28/2023
841,"Taylor, IA",67.8,07,0,10/28/2023
842,"Union, IA",67.1,07,0,10/28/2023
843,"Van Buren, IA",69.7,07,0,10/28/2023
844,"Wapello, IA",69.3,07,0,10/28/2023
845,"Warren, IA",67.9,07,0,10/28/2023
846,"Washington, IA",68.7,07,0,10/28/2023
847,"Wayne, IA",68.1,07,0,10/28/2023
848,"Webster, IA",65.0,07,0,10/28/2023
849,"Winnebago, IA",61.7,07,0,10/28/2023
850,"Winneshiek, IA",64.1,07,0,10/28/2023
851,"Woodbury, IA",64.3,07,0,10/28/2023
852,"Worth, IA",62.6,07,0,10/28/2023
853,"Wright, IA",64.6,07,0,10/28/2023
854,"Allen, KS",74.3,07,0,10/28/2023
855,"Anderson, KS",73.6,07,0,10/28/2023
856,"Atchison, KS",72.3,07,0,10/28/2023
857,"Barber, KS",77.7,07,0,10/28/2023
858,"Barton, KS",74.9,07,0,10/28/2023
859,"Bourbon, KS",75.7,07,0,10/28/2023
860,"Brown, KS",71.4,07,0,10/28/2023
861,"Butler, KS",74.7,07,0,10/28/2023
862,"Chase, KS",73.1,07,0,10/28/2023
863,"Chautauqua, KS",77.2,07,0,10/28/2023
864,"Cherokee, KS",78.0,07,0,10/28/2023
865,"Cheyenne, KS",64.1,07,0,10/28/2023
866,"Clark, KS",79.8,07,0,10/28/2023
867,"Clay, KS",72.1,07,0,10/28/2023
868,"Cloud, KS",72.1,07,0,10/28/2023
869,"Coffey, KS",73.2,07,0,10/28/2023
870,"Comanche, KS",78.9,07,0,10/28/2023
871,"Cowley, KS",76.6,07,0,10/28/2023
872,"Crawford, KS",76.7,07,0,10/28/2023
873,"Decatur, KS",66.2,07,0,10/28/2023
874,"Dickinson, KS",73.0,07,0,10/28/2023
875,"Doniphan, KS",72.0,07,0,10/28/2023
876,"Douglas, KS",72.9,07,0,10/28/2023
877,"Edwards, KS",77.1,07,0,10/28/2023
878,"Elk, KS",75.6,07,0,10/28/2023
879,"Ellis, KS",74.8,07,0,10/28/2023
880,"Ellsworth, KS",73.9,07,0,10/28/2023
881,"Finney, KS",76.3,07,0,10/28/2023
882,"Ford, KS",78.0,07,0,10/28/2023
883,"Franklin, KS",73.2,07,0,10/28/2023
884,"Geary, KS",72.3,07,0,10/28/2023
885,"Gove, KS",72.5,07,0,10/28/2023
886,"Graham, KS",71.6,07,0,10/28/2023
887,"Grant, KS",77.1,07,0,10/28/2023
888,"Gray, KS",77.7,07,0,10/28/2023
889,"Greeley, KS",71.8,07,0,10/28/2023
890,"Greenwood, KS",74.2,07,0,10/28/2023
891,"Hamilton, KS",74.5,07,0,10/28/2023
892,"Harper, KS",77.1,07,0,10/28/2023
893,"Harvey, KS",74.5,07,0,10/28/2023
894,"Haskell, KS",77.6,07,0,10/28/2023
895,"Hodgeman, KS",77.3,07,0,10/28/2023
896,"Jackson, KS",71.9,07,0,10/28/2023
897,"Jefferson, KS",72.5,07,0,10/28/2023
898,"Jewell, KS",71.3,07,0,10/28/2023
899,"Johnson, KS",73.4,07,0,10/28/2023
900,"Kearny, KS",75.2,07,0,10/28/2023
901,"Kingman, KS",76.0,07,0,10/28/2023
902,"Kiowa, KS",77.7,07,0,10/28/2023
903,"Labette, KS",77.2,07,0,10/28/2023
904,"Lane, KS",74.8,07,0,10/28/2023
905,"Leavenworth, KS",73.0,07,0,10/28/2023
906,"Lincoln, KS",74.0,07,0,10/28/2023
907,"Linn, KS",74.8,07,0,10/28/2023
908,"Logan, KS",70.7,07,0,10/28/2023
909,"Lyon, KS",72.8,07,0,10/28/2023
910,"Marion, KS",73.4,07,0,10/28/2023
911,"Marshall, KS",71.0,07,0,10/28/2023
912,"McPherson, KS",73.8,07,0,10/28/2023
913,"Meade, KS",79.5,07,0,10/28/2023
914,"Miami, KS",73.9,07,0,10/28/2023
915,"Mitchell, KS",73.2,07,0,10/28/2023
916,"Montgomery, KS",77.2,07,0,10/28/2023
917,"Morris, KS",72.2,07,0,10/28/2023
918,"Morton, KS",77.8,07,0,10/28/2023
919,"Nemaha, KS",70.9,07,0,10/28/2023
920,"Neosho, KS",75.6,07,0,10/28/2023
921,"Ness, KS",76.0,07,0,10/28/2023
922,"Norton, KS",68.7,07,0,10/28/2023
923,"Osage, KS",72.6,07,0,10/28/2023
924,"Osborne, KS",73.4,07,0,10/28/2023
925,"Ottawa, KS",73.1,07,0,10/28/2023
926,"Pawnee, KS",76.4,07,0,10/28/2023
927,"Phillips, KS",70.5,07,0,10/28/2023
928,"Pottawatomie, KS",71.7,07,0,10/28/2023
929,"Pratt, KS",76.4,07,0,10/28/2023
930,"Rawlins, KS",64.3,07,0,10/28/2023
931,"Reno, KS",75.1,07,0,10/28/2023
932,"Republic, KS",70.9,07,0,10/28/2023
933,"Rice, KS",74.2,07,0,10/28/2023
934,"Riley, KS",71.9,07,0,10/28/2023
935,"Rooks, KS",73.1,07,0,10/28/2023
936,"Rush, KS",75.8,07,0,10/28/2023
937,"Russell, KS",74.7,07,0,10/28/2023
938,"Saline, KS",73.7,07,0,10/28/2023
939,"Scott, KS",73.8,07,0,10/28/2023
940,"Sedgwick, KS",75.6,07,0,10/28/2023
941,"Seward, KS",79.0,07,0,10/28/2023
942,"Shawnee, KS",72.6,07,0,10/28/2023
943,"Sheridan, KS",69.4,07,0,10/28/2023
944,"Sherman, KS",66.7,07,0,10/28/2023
945,"Smith, KS",71.2,07,0,10/28/2023
946,"Stafford, KS",75.6,07,0,10/28/2023
947,"Stanton, KS",76.5,07,0,10/28/2023
948,"Stevens, KS",78.3,07,0,10/28/2023
949,"Sumner, KS",77.1,07,0,10/28/2023
950,"Thomas, KS",67.4,07,0,10/28/2023
951,"Trego, KS",74.2,07,0,10/28/2023
952,"Wabaunsee, KS",72.0,07,0,10/28/2023
953,"Wallace, KS",69.7,07,0,10/28/2023
954,"Washington, KS",71.0,07,0,10/28/2023
955,"Wichita, KS",72.6,07,0,10/28/2023
956,"Wilson, KS",75.5,07,0,10/28/2023
957,"Woodson, KS",74.1,07,0,10/28/2023
958,"Wyandotte, KS",73.7,07,0,10/28/2023
959,"Adair, KY",74.7,04,30,10/28/2023
960,"Allen, KY",75.5,04,30,10/28/2023
961,"Anderson, KY",73.8,04,30,10/28/2023
962,"Ballard, KY",77.9,04,30,10/28/2023
963,"Barren, KY",75.0,04,30,10/28/2023
964,"Bath, KY",72.1,04,30,10/28/2023
965,"Bell, KY",71.7,04,30,10/28/2023
966,"Boone, KY",72.0,04,30,10/28/2023
967,"Bourbon, KY",72.4,04,30,10/28/2023
968,"Boyd, KY",71.7,04,30,10/28/2023
969,"Boyle, KY",73.5,04,30,10/28/2023
970,"Bracken, KY",71.4,04,30,10/28/2023
971,"Breathitt, KY",72.9,04,30,10/28/2023
972,"Breckinridge, KY",73.6,04,30,10/28/2023
973,"Bullitt, KY",74.4,04,30,10/28/2023
974,"Butler, KY",74.8,04,30,10/28/2023
975,"Caldwell, KY",75.6,04,30,10/28/2023
976,"Calloway, KY",76.8,04,30,10/28/2023
977,"Campbell, KY",71.8,04,30,10/28/2023
978,"Carlisle, KY",78.2,04,30,10/28/2023
979,"Carroll, KY",73.3,04,30,10/28/2023
980,"Carter, KY",71.0,04,30,10/28/2023
981,"Casey, KY",73.6,04,30,10/28/2023
982,"Christian, KY",75.3,04,30,10/28/2023
983,"Clark, KY",72.8,04,30,10/28/2023
984,"Clay, KY",72.9,04,30,10/28/2023
985,"Clinton, KY",74.8,04,30,10/28/2023
986,"Crittenden, KY",75.8,04,30,10/28/2023
987,"Cumberland, KY",75.7,04,30,10/28/2023
988,"Daviess, KY",74.6,04,30,10/28/2023
989,"Edmonson, KY",74.4,04,30,10/28/2023
990,"Elliott, KY",71.4,04,30,10/28/2023
991,"Estill, KY",73.2,04,30,10/28/2023
992,"Fayette, KY",72.8,04,30,10/28/2023
993,"Fleming, KY",71.3,04,30,10/28/2023
994,"Floyd, KY",73.1,04,30,10/28/2023
995,"Franklin, KY",73.6,04,30,10/28/2023
996,"Fulton, KY",79.4,04,30,10/28/2023
997,"Gallatin, KY",73.0,04,30,10/28/2023
998,"Garrard, KY",73.5,04,30,10/28/2023
999,"Grant, KY",72.3,04,30,10/28/2023
1000,"Graves, KY",77.5,04,30,10/28/2023
1001,"Grayson, KY",73.9,04,30,10/28/2023
1002,"Green, KY",74.8,04,30,10/28/2023
1003,"Greenup, KY",70.8,04,30,10/28/2023
1004,"Hancock, KY",74.0,04,30,10/28/2023
1005,"Hardin, KY",73.7,04,30,10/28/2023
1006,"Harlan, KY",70.3,04,30,10/28/2023
1007,"Harrison, KY",72.3,04,30,10/28/2023
1008,"Hart, KY",74.3,04,30,10/28/2023
1009,"Henderson, KY",75.2,04,30,10/28/2023
1010,"Henry, KY",73.2,04,30,10/28/2023
1011,"Hickman, KY",78.6,04,30,10/28/2023
1012,"Hopkins, KY",75.4,04,30,10/28/2023
1013,"Jackson, KY",72.4,04,30,10/28/2023
1014,"Jefferson, KY",74.2,04,30,10/28/2023
1015,"Jessamine, KY",73.3,04,30,10/28/2023
1016,"Johnson, KY",72.8,04,30,10/28/2023
1017,"Kenton, KY",71.7,04,30,10/28/2023
1018,"Knott, KY",72.2,04,30,10/28/2023
1019,"Knox, KY",72.9,04,30,10/28/2023
1020,"Larue, KY",73.9,04,30,10/28/2023
1021,"Laurel, KY",72.9,04,30,10/28/2023
1022,"Lawrence, KY",72.3,04,30,10/28/2023
1023,"Lee, KY",73.1,04,30,10/28/2023
1024,"Leslie, KY",72.1,04,30,10/28/2023
1025,"Letcher, KY",71.4,04,30,10/28/2023
1026,"Lewis, KY",70.5,04,30,10/28/2023
1027,"Lincoln, KY",73.2,04,30,10/28/2023
1028,"Livingston, KY",76.5,04,30,10/28/2023
1029,"Logan, KY",75.1,04,30,10/28/2023
1030,"Lyon, KY",76.1,04,30,10/28/2023
1031,"Madison, KY",73.3,04,30,10/28/2023
1032,"Magoffin, KY",72.4,04,30,10/28/2023
1033,"Marion, KY",74.2,04,30,10/28/2023
1034,"Marshall, KY",76.8,04,30,10/28/2023
1035,"Martin, KY",73.0,04,30,10/28/2023
1036,"Mason, KY",71.0,04,30,10/28/2023
1037,"McCracken, KY",77.4,04,30,10/28/2023
1038,"McCreary, KY",73.1,04,30,10/28/2023
1039,"McLean, KY",75.0,04,30,10/28/2023
1040,"Meade, KY",73.5,04,30,10/28/2023
1041,"Menifee, KY",71.7,04,30,10/28/2023
1042,"Mercer, KY",73.7,04,30,10/28/2023
1043,"Metcalfe, KY",74.8,04,30,10/28/2023
1044,"Monroe, KY",75.6,04,30,10/28/2023
1045,"Montgomery, KY",72.3,04,30,10/28/2023
1046,"Morgan, KY",72.0,04,30,10/28/2023
1047,"Muhlenberg, KY",75.0,04,30,10/28/2023
1048,"Nelson, KY",74.4,04,30,10/28/2023
1049,"Nicholas, KY",71.9,04,30,10/28/2023
1050,"Ohio, KY",74.5,04,30,10/28/2023
1051,"Oldham, KY",73.6,04,30,10/28/2023
1052,"Owen, KY",72.9,04,30,10/28/2023
1053,"Owsley, KY",73.2,04,30,10/28/2023
1054,"Pendleton, KY",72.1,04,30,10/28/2023
1055,"Perry, KY",72.6,04,30,10/28/2023
1056,"Pike, KY",72.6,04,30,10/28/2023
1057,"Powell, KY",72.7,04,30,10/28/2023
1058,"Pulaski, KY",73.6,04,30,10/28/2023
1059,"Robertson, KY",71.7,04,30,10/28/2023
1060,"Rockcastle, KY",72.8,04,30,10/28/2023
1061,"Rowan, KY",71.1,04,30,10/28/2023
1062,"Russell, KY",74.6,04,30,10/28/2023
1063,"Scott, KY",72.7,04,30,10/28/2023
1064,"Shelby, KY",73.6,04,30,10/28/2023
1065,"Simpson, KY",75.2,04,30,10/28/2023
1066,"Spencer, KY",74.3,04,30,10/28/2023
1067,"Taylor, KY",74.3,04,30,10/28/2023
1068,"Todd, KY",75.1,04,30,10/28/2023
1069,"Trigg, KY",75.9,04,30,10/28/2023
